w,y,square_meters,bathrooms_number,lift,rooms_number,other_features,total_floors_in_building,car_parking,availability,condominium_fees,year_of_construction,conditions,zone,floor,heating_centralized,energy_efficiency_class
1,395000,115,2,yes,3,electric gate | video entryphone | alarm system | security door | internal exposure | full day concierge | centralized tv system | shared garden | window frames in double glass / metal,15,"2 in garage/box, 1 in shared parking",available,320,2010,excellent / refurbished,giambellino,ground floor,central,f
1,1480000,172,2,yes,3,"alarm system | kitchen | balcony | terrace | only kitchen furnished | private and shared garden | exposure north, south, west",8,no,available,450,1970,good condition / liveable,paolo sarpi,8,central,NA
1,139000,35,1,yes,1,optic fiber | security door | external exposure | centralized tv system | partially furnished | cellar | window frames in double glass / metal,4,no,NA,83,1960,good condition / liveable,dergano,1,central,f
1,205000,65,1,yes,2,electric gate | optic fiber | security door | external exposure | balcony | terrace | full day concierge | centralized tv system | cellar | shared garden | window frames in double glass / pvc,6,no,available,100,NA,excellent / refurbished,quarto oggiaro,5,central,c
1,620000,94,1,yes,3,electric gate | optic fiber | video entryphone | alarm system | security door | internal exposure | balcony | half-day concierge | centralized tv system | cellar | private garden | window frames in triple glass / pvc,5,no,available,NA,2024,new / under construction,corso san gottardo,ground floor,central,a
1,310000,60,1,yes,2,"kitchen | balcony | partially furnished | exposure east, west",5,no,available,120,1930,excellent / refurbished,bovisa,3,central,d
1,315000,46,1,yes,1,electric gate | optic fiber | video entryphone | alarm system | security door | internal exposure | centralized tv system | private garden | window frames in triple glass / pvc,3,no,available,No condominium fees,NA,new / under construction,cenisio,ground floor,central,a
1,1730000,210,2,yes,4,optic fiber | security door | balcony | full day concierge | centralized tv system | cellar | window frames in double glass / pvcdouble exposure,7,1 in garage/box,available,550,1970,good condition / liveable,quadronno - crocetta,2,central,NA
1,520000,100,2,no,3,electric gate | optic fiber | video entryphone | security door | internal exposure | balcony | half-day concierge | centralized tv system | cellar | window frames in double glass / metal,5,no,available,200,1930,good condition / liveable,pezzotti - meda,4,independent,NA
1,188000,45,1,no,2,electric gate | video entryphone | security door | internal exposure | half-day concierge | centralized tv system | shared garden | window frames in double glass / pvc,7,no,available,35,1960,new / under construction,bologna - sulmona,semi-basement,central,c
1,399000,90,2,yes,3,electric gate | optic fiber | video entryphone | alarm system | security door | closet | centralized tv system | furnished | window frames in triple glass / pvcdouble exposure,5,1 in garage/box,available,75,1960,excellent / refurbished,barona,5,independent,c
1,620000,90,1,yes,3,security door | balcony | full day concierge | centralized tv system | cellar | window frames in double glass / wood | double exposure,5,no,available,291,1940,to be refurbished,vercelli - wagner,2,central,g
1,249000,55,2,yes,2,optic fiber | security door | centralized tv system | partially furnished | cellar | shared garden | window frames in double glass / pvcdouble exposure,8,no,available,100,1960,excellent / refurbished,maggiolina,1,central,g
1,395000,52,1,yes,2,electric gate | video entryphone | security door | internal exposure | closet | full day concierge | centralized tv system | furnished | shared garden | window frames in double glass / pvc,8,no,NA,200,1900,excellent / refurbished,amendola - buonarroti,ground floor,central,e
1,750000,130,2,yes,4,electric gate | tavern | optic fiber | video entryphone | alarm system | security door | internal exposure | closet | full day concierge | centralized tv system | furnished | shared garden | window frames in double glass / wood,5,no,available,60,1960,excellent / refurbished,sempione,ground floor,central,e
1,520000,90,2,yes,3,electric gate | optic fiber | security door | internal exposure | full day concierge | centralized tv system | cellar | shared garden | window frames in double glass / wood,4,no,available,200,1987,to be refurbished,ticinese,ground floor,independent,f
1,439000,75,1,no,3,security door | terrace | window frames in double glass / pvc,1 floor,1 in garage/box,available,100,1960,good condition / liveable,città studi,ground floor,independent,f
1,750000,105,2,yes,3,electric gate | optic fiber | video entryphone | alarm system | security door | closet | balcony | half-day concierge | centralized tv system | furnished | cellar | window frames in double glass / pvcdouble exposure,6,1 in garage/box,available,140,1900,excellent / refurbished,piave - tricolore,1,independent,f
1,118000,55,1,yes,2,electric gate | optic fiber | video entryphone | security door | closet | centralized tv system | furnished | cellar | window frames in double glass / pvcdouble exposure,4,no,available,125,1950,excellent / refurbished,san carlo,ground floor,central,g
1,248000,105,2,yes,4,balcony | full day concierge | partially furnished | cellar | shared garden,9,1 in garage/box,available,208,1982,good condition / liveable,vialba,3,central,g
1,398000,99,2,yes,3,attic | optic fiber | security door | external exposure | closet | terrace | centralized tv system | partially furnished | shared garden | window frames in double glass / metal,5,1 in garage/box,available,92,2014,new / under construction,rovereto,5,central,NA
1,315000,80,1,yes,3,electric gate | optic fiber | security door | closet | balcony | half-day concierge | centralized tv system | partially furnished | shared garden | window frames in double glass / metal | double exposure,5,1 in shared parking,available,200,1960,excellent / refurbished,dergano,3,central,NA
1,330000,85,2,yes,3,external exposure | half-day concierge | window frames in glass / wood,5,no,available,300,1930,to be refurbished,morgagni,mezzanine,central,g
1,649982,142,2,NA,4,electric gate | optic fiber | video entryphone | alarm system | security door | internal exposure | terrace | centralized tv system | cellar | shared garden | window frames in double glass / metal,4,no,available,NA,2023,new / under construction,precotto,2,central,a
1,1000000,116,2,yes,3,electric gate | optic fiber | alarm system | security door | external exposure | closet | balcony | terrace | full day concierge | centralized tv system | furnished | cellar | shared garden | window frames in double glass / metal,18,no,available,400,1957,excellent / refurbished,sempione,9,central,b
1,410000,83,1,yes,2,electric gate | optic fiber | security door | external exposure | closet | centralized tv system | cellar | shared garden | window frames in double glass / pvc,6,no,NA,240,1900,good condition / liveable,sempione,5,central,e
1,850000,130,2,yes,4,optic fiber | security door | closet | balcony | full day concierge | cellar | window frames in double glass / pvcdouble exposure,8,1 in garage/box,NA,333,1960,to be refurbished,de angeli,7,central,g
1,205000,58,1,yes,2,security door | cellar,5,no,NA,116,1960,excellent / refurbished,molise - cuoco,ground floor,independent,b
1,550000,110,1,yes,2,optic fiber | security door | external exposure | balcony | full day concierge | centralized tv system | partially furnished | window frames in glass / wood,8,no,available,250,1963,excellent / refurbished,sempione,2,central,e
1,695000,100,2,yes,3,tavern | optic fiber | video entryphone | alarm system | security door | closet | full day concierge | centralized tv system | furnished | shared garden | window frames in double glass / wood | double exposure,5,no,available,250,1920,excellent / refurbished,sempione,mezzanine,central,e
1,290000,67,1,no,3,security door | external exposure | balcony | terrace | centralized tv system | partially furnished | window frames in double glass / pvc,4,no,available,100,1967,good condition / liveable,villa san giovanni,4,central,g
1,289000,108,2,yes,4,electric gate | security door | balcony | centralized tv system | cellar | shared garden | window frames in glass / metal | double exposure,8,1 in shared parking,available,200,1960,to be refurbished,gallaratese,mezzanine,central,e
1,389000,72,2,yes,3,electric gate | optic fiber | video entryphone | security door | internal exposure | balcony | full day concierge | centralized tv system | partially furnished | cellar | shared garden | window frames in double glass / pvc,8,no,available,150,1960,excellent / refurbished,pasteur,3,central,c
1,580000,133,2,yes,4,balcony | terrace | full day concierge | cellar | shared garden,7,1 in garage/box,NA,433,2006,excellent / refurbished,chiesa rossa,7,central,e
1,510000,130,2,yes,4,electric gate | optic fiber | video entryphone | security door | balcony | full day concierge | centralized tv system | cellar | shared garden | window frames in glass / wood | double exposure,8,1 in shared parking,available,290,1960,good condition / liveable,bande nere,1,central,e
1,310000,75,1,yes,3,balcony | full day concierge | cellar,8,no,available,NA,1960,to be refurbished,giambellino,4,central,g
1,609000,120,1,yes,3,electric gate | optic fiber | video entryphone | security door | external exposure | closet | balcony | full day concierge | centralized tv system | cellar | shared garden | window frames in double glass / pvc,8,no,available,300,1970,good condition / liveable,lodi - brenta,2,central,e
